,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
78,0.08033246533595943,-1.518466829500598,-0.108232238270668,-0.8172051291379477,-0.5728345802734872,3,1,3,1.6202539141210655,4,1.566476776836064,-0.7951632272572445,0.4807464537715057,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,136500
79,-0.4140106134094937,-0.7951514718918303,-2.029235369010608,-0.18730936277024413,-0.5728345802734872,3,2,3,-1.4078721518620398,2,-1.2436798889596234,0.46062613863237883,-0.5434294398568141,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.5067169025369586,2,0.31172464418307205,-0.15430631567935563,-0.1615737351807684,-0.704483250333654,110000
80,1.23379964907535,-0.07183611428306244,-0.108232238270668,-0.8172051291379477,2.609418256844111,3,1,2,-0.3680939243859133,4,0.0501307306516506,1.4047597494837016,1.1927200303830143,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,-0.4256821572512724,0,-1.02685765142659,0.1685284798916249,-0.7521758378613592,0.3825826776076547,193500
81,-1.5674777971488842,-0.07183611428306244,0.8853900707327494,0.6364004855567529,1.8746272371624435,3,2,0,0.4094595308100497,0,0.4512120227311456,-0.7951632272572445,-0.3397364647299922,0.7897405221108432,3,-0.934129784145668,-0.9512264882332893,5,1,0.7898390220340193,0,0.31172464418307205,-0.31806309604144717,-0.7521758378613592,2.3000461893930186,153500
82,0.327504004708686,1.3747946009344731,1.1834767634337746,1.072482169965163,2.0127458498845616,3,2,2,1.1528097548390348,0,1.0360144227954415,-0.7951632272572445,0.09049355750049164,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.1544953758196068,1,1.6503069397927341,1.3335410030390764,0.3971039295170878,0.7902324005856455,245000
83,0.4098945178329282,-0.7951514718918303,-0.373198187338246,-1.2048332930565346,-0.2082014426870957,3,1,3,0.017262480095370396,2,-0.25262095433738757,-0.7951632272572445,-0.857535429538362,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.18257792139421405,2,0.31172464418307205,-0.056052247462100684,-0.1615737351807684,-0.704483250333654,126500
84,-0.4140106134094937,0.6514792433257054,0.7860278398324076,0.5394934445771061,-0.45129020107802337,3,2,2,-1.5355642148854238,2,-0.9279900977744726,0.7401996835932074,-0.07893330966107057,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,3,0.6682869041054902,0,0.31172464418307205,-0.3414569218074603,0.20555730162067995,0.3825826776076547,168500
85,2.098900036879893,1.3747946009344731,0.6535448652986187,0.34567936261781274,0.996192860249773,2,1,2,0.5257505167777744,0,0.35805765811913387,1.7622472332041053,1.7162300131855943,0.7897405221108432,2,1.527656289595623,0.6004949339126351,4,1,0.506217413534118,2,0.31172464418307205,-0.051373482308898065,0.26142506809046556,0.533564056488392,260000
86,2.1400952934420143,-0.07183611428306244,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,-0.851499591545867,0,-1.2385046464811784,1.2122664890188688,0.08478253950628169,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,3,1.0734606305339207,0,0.31172464418307205,-0.3414569218074603,0.04593511170700675,-0.1307540105868522,174000
87,-1.2379157446519156,-0.07183611428306244,1.2497182507006692,1.1693892109448099,-0.15295399759824851,2,2,2,-1.0156751011473606,0,-1.424813375705202,0.6072876704151086,-0.5548514758452341,0.7897405221108432,2,-1.5495763025809908,-0.9512264882332893,5,5,1.235530121105293,1,0.31172464418307205,0.2574250178024746,-0.7521758378613592,2.828481015475599,164500
88,1.4397759318859555,-2.241782187109366,-1.8636316508433721,-0.13885584228042078,-0.5728345802734872,1,1,3,-0.10130872128348614,4,-0.3871772587769601,-0.7951632272572445,0.020057668905235443,-1.0260408358133,1,-0.31868326571034533,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,85000
89,-0.4140106134094937,-1.518466829500598,0.7529070961989605,0.4910399240872828,-0.5728345802734872,3,2,2,-0.15375367573951884,0,-0.4466925472790787,-0.7951632272572445,-1.000310879393611,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,123600
90,-0.4140106134094937,-1.518466829500598,-0.7044056236727184,-1.689368497954768,-0.5728345802734872,3,3,4,-2.411166932760057,4,-0.3173114853179513,-0.7951632272572445,-0.9051272461567784,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,-1.1549948648224475,2,0.31172464418307205,-0.24788161874340794,-0.7521758378613592,-0.2666372515795158,109900
91,0.6158708006435336,-0.7951514718918303,-0.34007744370479875,-1.156379772566711,0.5486885550301108,3,1,3,0.404899099987786,4,0.18727465633044565,-0.7951632272572445,-0.5339110765331309,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.7093037657511738,2,0.31172464418307205,0.03284429044874903,-0.7521758378613592,-0.704483250333654,98600
92,0.4098945178329282,-0.7951514718918303,-1.6649071890426888,1.0240286494753397,-0.5728345802734872,3,0,2,-0.4136982326085505,0,-0.513970699498865,-0.7951632272572445,-1.0498063686767642,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-2.329998671464896,2,0.31172464418307205,-0.19173643690497655,-0.7521758378613592,-0.704483250333654,163500
93,-0.4140106134094937,-0.07183611428306244,-2.029235369010608,0.6364004855567529,-0.5728345802734872,3,0,3,0.357014576354017,0,0.25196518731100936,1.5674623863051673,1.4763672574287758,0.7897405221108432,3,1.527656289595623,0.6004949339126351,2,5,-3.1808634969646,2,0.31172464418307205,0.15449218443201704,-0.7521758378613592,-0.704483250333654,133900
94,-0.04325330435040385,-0.07183611428306244,0.8522693270993021,0.5879469650669296,-0.5728345802734872,3,2,2,-0.532269433987407,0,-0.6666403526129953,1.2237244211893945,0.5150125617367655,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.7493216493911763,1,0.31172464418307205,0.9873123817020827,-0.7521758378613592,1.7414150875342904,204750
95,-0.4140106134094937,-0.07183611428306244,0.7197863525655132,0.3941328831076361,-0.19715195366932628,0,2,2,-0.8606204531903944,2,-1.2488551314380687,1.0151900556858258,-0.08654800032001718,0.7897405221108432,3,-0.31868326571034533,0.6004949339126351,4,3,0.5872521588198041,0,0.31172464418307205,-0.24788161874340794,1.0994415651372498,0.24669943661499108,185000
96,0.327504004708686,0.6514792433257054,0.9185108143661966,0.6848540060465762,0.4381936648524164,2,2,2,1.2098151401173314,0,1.1007049537760052,-0.7951632272572445,0.138085374118908,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,0.8303563946768624,1,0.31172464418307205,-0.004585830776871902,0.508839462456659,-0.2666372515795158,214000
97,0.12152772189808052,-1.518466829500598,-0.20759446917100974,-0.9625656906074178,-0.3076468438470207,3,1,3,-0.22216013807347454,4,-0.5243211844557552,-0.7951632272572445,-1.0574210593357107,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.5472342751798016,0,-1.02685765142659,-0.19173643690497655,0.20555730162067995,-0.704483250333654,94750
98,0.6158708006435336,-0.7951514718918303,-1.6980279326761358,-1.689368497954768,-0.5728345802734872,3,0,3,-1.3668282744616664,1,-0.8477738393585736,-0.7951632272572445,-1.2953801424277924,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,2,-2.370516044107739,2,-1.02685765142659,-0.5005349370163492,-0.7521758378613592,-0.704483250333654,83000
99,0.28630874814656493,-1.518466829500598,-0.40631893097169325,-1.253286813546358,-0.5728345802734872,3,1,3,-0.2449622921847931,1,0.16139844393822017,-0.7951632272572445,-0.5529478031804974,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,2.0571747046192894,-0.704483250333654,128950
100,-0.4140106134094937,-0.07183611428306244,0.18985445443035723,0.781761047026223,-0.41814173402471505,3,2,3,1.259979879162232,2,1.1576326210389012,-0.7951632272572445,0.17996617274311438,0.7897405221108432,2,-0.31868326571034533,2.1522163560585597,4,1,-0.06102580346568487,1,0.31172464418307205,0.03284429044874903,0.5886505574134956,0.32219012605535974,205000
101,0.28630874814656493,-0.07183611428306244,0.45482040349793523,0.006504719189049276,1.2834795747117784,2,1,2,-0.7215273131113511,4,-0.4803316233889718,0.9349845304921454,0.4122142378409862,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,4,1,0.2631131776770596,0,0.31172464418307205,0.014129229835938563,0.7801971853099035,-0.009968907482262356,178000
102,-0.24922958716100932,-0.7951514718918303,0.25609594169725175,-0.2842164037498908,-0.5728345802734872,3,3,4,-2.411166932760057,4,0.9635610280972101,-0.7951632272572445,0.037190722887865325,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,0.020008941820001243,2,0.31172464418307205,-0.2946692702754341,-0.7521758378613592,-0.704483250333654,118964
103,0.9866281097026235,0.6514792433257054,1.2497182507006692,1.1693892109448099,-0.5728345802734872,3,2,2,0.3843771612875993,0,0.1639860651774427,-0.7951632272572445,-0.5510441305157607,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.235530121105293,1,1.6503069397927341,1.2493232302814292,-0.7521758378613592,-0.16095028636299968,198900
104,-0.4140106134094937,0.6514792433257054,-1.3336997527082162,-1.689368497954768,2.7420121250573444,3,2,3,-0.03974290518292602,0,0.1639860651774427,0.5614559417330055,0.5759300870083385,-1.0260408358133,3,0.29676325272497744,2.1522163560585597,4,5,-1.1144774921796043,2,-1.02685765142659,-1.0900593463198789,-0.7521758378613592,-0.704483250333654,169500
105,0.2039182350223227,1.3747946009344731,1.0509937888999856,0.927121608495693,3.6701692025499772,2,2,0,-0.010100104838211882,0,-0.28367240920805814,1.3566364343674933,0.9071691306725163,0.7897405221108432,2,1.527656289595623,0.6004949339126351,2,1,0.9924258852482346,1,0.31172464418307205,0.8188768361867885,0.36517949153435314,-0.025067045370336088,250000
106,-0.4140106134094937,-1.518466829500598,-2.8572539598467896,0.4910399240872828,-0.5728345802734872,3,0,1,-0.9495488542245367,2,-0.2991981366433934,-0.7951632272572445,-0.8918015375036219,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-0.9929253742510752,2,-1.02685765142659,-0.9356600962641926,-0.7521758378613592,-0.704483250333654,100000
107,-0.8259631790307046,-0.7951514718918303,-0.7706471109396129,-1.689368497954768,-0.5728345802734872,3,1,3,-0.6120769733770219,0,-0.9668044163628109,-0.7951632272572445,-1.3829490850056787,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.2360296101081336,2,-1.02685765142659,-1.0432716947878526,-0.7521758378613592,-0.704483250333654,115000
108,0.6158708006435336,-0.7951514718918303,-1.7311486763095831,0.9755751289855163,-0.5728345802734872,3,1,3,-0.6029561117324945,4,-0.4285791986045208,0.3964617184774346,0.002924614922605555,0.7897405221108432,1,0.29676325272497744,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,115000
109,1.4397759318859555,-0.07183611428306244,0.18985445443035723,-0.3811234447295376,2.079042783991178,3,1,2,1.7935502853670866,0,1.7631359910169775,-0.7951632272572445,0.6254255762914914,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,-0.06102580346568487,1,0.31172464418307205,0.3416427905601217,-0.7521758378613592,1.1374895720113412,190000
110,0.2039182350223227,-0.07183611428306244,-0.5719226491389294,-0.6233910471786543,-0.5728345802734872,3,1,3,-0.1446328140949914,2,0.13810985278521723,0.6691605041359477,0.6463659756035947,0.7897405221108432,3,0.29676325272497744,-0.9512264882332893,5,1,-0.9929253742510752,2,-1.02685765142659,-0.6923643082976565,0.7003860903530669,-0.704483250333654,136900
111,-0.4140106134094937,0.6514792433257054,0.9516315579996439,0.7333075265363995,-0.5728345802734872,3,2,2,-1.5355642148854238,0,-1.0056187349511492,0.7081174735157353,-0.16269490690948335,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,3,0.8708737673197054,0,0.31172464418307205,-0.3414569218074603,0.6844238713616996,-0.704483250333654,180000
113,-0.4140106134094937,-0.07183611428306244,-0.6050433927723767,-1.544007936485298,0.44371840936130114,3,1,2,1.7137427459774717,4,2.836998805294335,-0.7951632272572445,1.4154497321572028,0.7897405221108432,2,0.29676325272497744,2.1522163560585597,2,2,-1.0334427468939182,2,0.31172464418307205,-0.10751866414732945,0.5726883384221283,1.1072932962351938,217000
114,-0.3728153568473726,-0.07183611428306244,-0.8700093418399547,0.8302145675160463,-0.5728345802734872,3,1,3,-0.06710549011650829,0,0.7073865254141779,1.23059918049171,1.5315737647061387,0.7897405221108432,2,1.527656289595623,0.6004949339126351,4,5,-1.3575817280366627,2,-1.02685765142659,-1.370785255512036,1.0355926891717806,-0.704483250333654,259500
115,-1.485087284024642,-0.07183611428306244,0.9185108143661966,0.6848540060465762,5.664601970257361,3,2,2,-0.7488898980449333,2,-1.1220616907161638,0.8754032832054114,-0.10939207229685703,0.7897405221108432,3,-0.934129784145668,0.6004949339126351,1,5,0.8303563946768624,2,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,-0.2213428379152946,176000
116,-0.4140106134094937,-0.7951514718918303,-0.3069567000713515,-1.1079262520768878,0.06803578275714024,3,1,3,0.07882829619593051,4,-0.18275518087837875,-0.7951632272572445,-0.8061362675904724,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,3,1,-0.6687863931083308,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.40252049257217937,139000
117,0.16272297846020162,-0.7951514718918303,1.1503560198003273,1.072482169965163,-0.5728345802734872,3,2,2,0.15407540476328177,2,-0.09736367998403465,-0.7951632272572445,-0.7433150696541628,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,1.1544953758196068,2,0.31172464418307205,-0.20109396721138179,-0.11368707820666644,0.2617975745030648,155000
118,0.8218470834541391,0.6514792433257054,0.6204241216651715,0.24877232163816604,-0.5728345802734872,3,2,2,1.403633450063539,2,1.387930911329708,2.694922911884902,3.2486865082986007,2.6055218800349866,2,2.7585493264662686,2.1522163560585597,4,1,0.46570004089127487,2,1.6503069397927341,0.5662235179138473,2.176891347054544,-0.704483250333654,320000
119,-0.20803433059888823,-0.07183611428306244,1.1172352761668802,1.0240286494753397,-0.5728345802734872,2,2,2,-0.7511701134560652,0,-1.1246493119553864,0.8731116967713063,-0.11319941762633035,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,1.0734606305339207,0,0.31172464418307205,-0.3882445733394864,-0.7521758378613592,-0.3421279410198845,163990
120,-0.4140106134094937,-0.07183611428306244,-0.07511149463722075,-0.7687516086481244,-0.5728345802734872,3,1,3,-0.2723248771183754,0,-0.4518677897575238,-0.7951632272572445,-1.0041182247230844,-1.0260408358133,3,-1.5495763025809908,2.1522163560585597,4,1,-0.38516478460842934,2,0.31172464418307205,0.313570199640906,-0.7521758378613592,1.258274675115931,180000
121,-0.8259631790307046,-1.518466829500598,-1.0687338036406382,-1.689368497954768,-0.5728345802734872,3,2,3,-0.7420492518115378,2,-1.0107939774295942,0.009183611113663876,-0.7471224149836362,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,0.020008941820001243,2,-1.02685765142659,-0.977768982643016,-0.7521758378613592,-0.704483250333654,100000
122,0.2039182350223227,-0.07183611428306244,-0.4394396746051405,-1.3017403340361813,0.1730059284259499,3,1,3,0.051465711262348245,2,-0.21380663574904932,-0.7951632272572445,-0.8289803395673123,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.830855883679703,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,136000
123,-0.6199868962200992,-0.07183611428306244,0.7197863525655132,0.3941328831076361,-0.5728345802734872,2,2,2,0.32281134518703913,0,0.09412029171843392,-0.7951632272572445,-0.6024432924636505,0.7897405221108432,2,-0.934129784145668,-0.9512264882332893,5,1,0.5872521588198041,1,0.31172464418307205,0.26678254810887986,-0.7521758378613592,0.24669943661499108,153900
124,-0.9083536921549469,-0.07183611428306244,0.25609594169725175,0.6364004855567529,-0.5728345802734872,3,1,2,0.6944864572015318,4,1.0955297112975602,-0.7951632272572445,0.13427802878943468,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,0.020008941820001243,2,0.31172464418307205,-0.1777001414453687,0.7801971853099035,-0.704483250333654,181000
125,-0.4140106134094937,-0.07183611428306244,-1.2012167781744272,-0.13885584228042078,-0.5728345802734872,3,1,3,-1.2254549189714914,2,-1.6628745297136764,-0.7951632272572445,-1.4495776282714614,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.32917703459012526,-0.704483250333654,84500
126,-0.4140106134094937,-0.07183611428306244,0.15673371079690998,-0.4295769652193609,-0.5728345802734872,3,1,2,0.046905280440084525,4,-0.5294964269342002,-0.7951632272572445,-1.061228404665184,0.7897405221108432,3,-0.934129784145668,0.6004949339126351,4,1,-0.06102580346568487,1,0.31172464418307205,-0.15430631567935563,-0.7521758378613592,2.390635016721461,128000
127,-0.6199868962200992,-0.7951514718918303,-1.3668204963416635,-1.689368497954768,-0.5728345802734872,3,0,3,-0.8788621764794492,0,-0.834835733162461,-0.7951632272572445,-1.2858617791041091,-1.0260408358133,3,-0.934129784145668,0.6004949339126351,4,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,-0.704483250333654,87000
128,-0.04325330435040385,-0.07183611428306244,-0.1744737255375625,-0.9141121701175944,0.8967474590898481,3,1,3,-0.9062247614130314,4,-1.3006075562225197,0.7814482394071002,-0.31879606541788896,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,1,1,-0.5067169025369586,1,0.31172464418307205,-0.09348236868772161,0.7482727473271689,0.9261156415783091,155000
